PDS_VERSION_ID         = PDS3
RECORD_TYPE            = STREAM
OBJECT                 = TEXT
  PUBLICATION_DATE     = 2017-12-05
  INTERCHANGE_FORMAT   = ASCII
  NOTE                 = "WAC hot pixel file for epoch 2014.3."
END_OBJECT             = TEXT
END

WAC hot pixel list. Lines 1 and 2 are column headings giving exposure time 
(sec) and gain state (e-/DN), respectively, of source dark images. Starting 
on line 3, first two columns indicate x and y value of hot pixel; columns 3 
through N-1 give median electron counts for each exposure bin, and last (Nth) 
column contains either the index of the exposure bin where saturation first 
occurs, or -1 if no saturation.

\begindata
      0.00000      0.00000      0.00000      10.0000      32.0000      100.000      560.000      1200.00
      0.00000      0.00000      11.7270      11.7270      27.6800      27.6800      27.6800      27.6800
      441.000      853.000      294.896      22029.5      69432.3      113526.      113521.      113520.      3.00000
      911.000      495.000      230.812      20934.3      67327.6      113534.      113523.      113517.      3.00000
      64.0000      68.0000      226.609      21836.2      63627.1      113530.      113513.      113531.      3.00000
      792.000      1007.00      297.167      20998.0      57034.2      111899.      113529.          NaN      3.00000
      554.000      174.000      116.996      12863.4      39099.9      101083.      113536.      113520.      4.00000
      833.000      328.000      94.8045      13005.7      39203.7      98241.2      113529.      113525.      4.00000
      511.000      126.000      90.9487      7723.93      24606.2      73405.6      113521.      113529.      4.00000
      413.000      578.000      156.628      9630.47      29580.5      75830.7      113520.      113523.      4.00000
      518.000      858.000      226.903      6567.27      22362.4      66327.0      113525.      113527.      4.00000
      365.000      612.000      154.416      6011.11      19553.6      59437.1      113529.      113516.      4.00000
      476.000      670.000      187.897      6185.56      20255.5      56618.8      113527.      113521.      4.00000
      685.000      585.000      163.700      7460.30      22679.9      58039.8      113531.      113525.      4.00000
      561.000      116.000      55.2555      6862.77      20663.4      55067.4      113533.      113517.      4.00000
      259.000      132.000      77.0117      5594.04      17834.0      52161.3      113528.      113521.      4.00000
      231.000      20.0000      47.9245      5479.08      16834.4      47540.6      113523.      113525.      4.00000
      962.000      403.000      88.7626      4914.72      15312.2      43477.0      113523.      113533.      4.00000
      648.000      531.000      117.941      3992.89      13319.3      40493.0      113530.      113517.      4.00000
      891.000      939.000      210.666      4309.40      14189.6      40890.6      113531.      113529.      4.00000
      804.000      646.000      151.582      4158.37      13224.2      37738.7      113525.      113520.      4.00000
      108.000      289.000      86.8684      4181.50      13248.6      38221.2      113534.      113522.      4.00000
      749.000      834.000      179.652      3517.41      11568.0      36011.7      113514.      113515.      4.00000
      947.000      51.0000      60.1346      3511.83      11331.7      34764.6      113527.      113516.      4.00000
      354.000      544.000      128.475      3273.35      11062.4      33722.2      113520.      113527.      4.00000
      162.000      1018.00      182.579      2632.77      9872.00      31330.7      111912.          NaN      4.00000
      707.000      655.000      147.803      3065.54      10442.1      31438.5      110750.      113523.      4.00000
      224.000      420.000      53.4255      2790.99      9602.34      30181.9      113527.      113530.      4.00000
      98.0000      390.000      32.8897      2760.25      9509.17      29898.1      113300.      113517.      4.00000
      474.000      416.000      55.2647      2787.18      9413.41      29135.3      113523.      113519.      4.00000
      91.0000      394.000      88.3844      2576.93      8549.05      27272.4      113531.      113514.      4.00000
      640.000      997.000      220.678      2351.26      8308.79      26834.3      113526.          NaN      4.00000
      594.000      21.0000      2.34706      2604.77      8580.34      26266.7      113520.      113527.      4.00000
      114.000      405.000      30.1621      2330.16      7896.63      24808.5      113519.      113530.      4.00000
      842.000      712.000      156.836      1931.69      7111.18      23495.2      113525.      113513.      4.00000
      343.000      726.000      159.515      1626.06      5696.88      19273.8      104817.      113531.      5.00000
      991.000      762.000      146.290      1706.20      5751.71      19697.7      104417.      113528.      5.00000
      44.0000      269.000      82.0960      2820.76      8872.80      26740.8      107853.      113525.      5.00000
      339.000      693.000      167.425      2412.90      8762.90      27334.7      108493.      113517.      5.00000
      666.000      481.000      83.7232      2856.36      9181.98      27450.7      105992.      113527.      5.00000
      87.0000      781.000      143.535      2514.23      8797.94      27084.2      105844.      113028.      5.00000
      633.000      123.000      18.7553      2927.16      9405.97      27607.4      105407.      113528.      5.00000
      663.000      382.000      59.2262      2081.68      6973.86      21861.2      102012.      113529.      5.00000
