Time,Intensity,Incidence,Polarization Angle,Wavelength
2008-01-20 14:48:49.586000+00:00,0.00093881902,126.48709642187,IR,750
2008-01-20 14:53:10.576000+00:00,0.00061897613,126.50120248108,IR,727
2008-11-15 11:41:23.863000+00:00,0.0061976095,88.911440525276,120,441
2008-11-15 11:44:41.861999,0.0028791763,88.936852693932,0,343
2008-11-15 11:48:41.860000+00:00,0.0035419555,88.967659875378,60,343
2008-11-15 11:52:10.859000+00:00,0.0035629994,88.994492025129,120,343
2009-03-31 03:25:46.040000+00:00,0.00073281961,96.884454354696,120,343
2009-03-31 03:26:26.039000+00:00,0.0007913005,96.879280406222,60,343
2009-03-31 03:27:06.039000+00:00,0.0020555574,96.874106210401,0,343
2009-03-31 03:28:05.450000,0.0013809063,96.866420889204,120,441
2009-03-31 03:28:37.450000,0.0013041979,96.862281307829,60,441
2009-03-31 03:29:09.450000,0.0033116636,96.858141651213,0,441
2009-03-31 03:29:48.654000+00:00,0.0025412729,96.853069951965,120,569
2009-03-31 03:30:05.657000+00:00,0.0025615836,96.850870291819,60,569
2009-03-31 03:30:22.657000+00:00,0.0054576178,96.848670998603,0,569
2009-03-31 03:31:15.469000,0.0033339295,96.841838565164,120,619
2009-03-31 03:31:47.468000+00:00,0.0034000406,96.837698667429,60,619
2009-03-31 03:32:19.468000+00:00,0.0066723535,96.833558565485,0,619
2009-03-31 03:33:48.175000+00:00,0.0029582449,96.822081424097,60,619
2009-03-31 03:33:16.176000+00:00,0.0029070182,96.826221603731,120,619
2009-03-31 03:34:20.175000+00:00,0.0064036553,96.81794104051,0,619
2009-03-31 03:35:22.575000+00:00,0.006503494,96.809867078275,120,750
2009-03-31 03:36:26.574000+00:00,0.010459763,96.801585927014,0,750
2009-03-31 03:37:30.574000+00:00,0.0035384689,96.793304349432,120,727
2009-03-31 03:38:02.573000+00:00,0.0037636904,96.789163578873,60,727
2009-03-31 03:38:34.573000+00:00,0.0073802858,96.785022604873,0,727
2009-03-31 03:55:46.027000+00:00,0.00037478699,96.651507617162,120,343
2009-03-31 03:56:26.027000+00:00,0.0014284074,96.646328361801,60,343
2009-03-31 03:57:06.026000+00:00,0.0014975149,96.64114912394,0,343
2009-03-31 03:58:05.438000+00:00,0.00050058658,96.633456003196,120,441
2009-03-31 03:58:37.437000+00:00,0.0024407399,96.629312425521,60,441
2009-03-31 03:59:09.437000+00:00,0.0027695445,96.625168646975,0,441
2009-03-31 03:59:48.641000+00:00,0.0016237251,96.620091903072,120,569
2009-03-31 04:00:05.645000+00:00,0.0044869157,96.617889927316,60,569
2009-03-31 04:00:22.644000+00:00,0.004481161,96.615688578968,0,569
2009-03-31 04:01:15.452000+00:00,0.0021401306,96.608849883692,120,619
2009-03-31 04:01:47.452000+00:00,0.0057199397,96.604705753587,60,619
2009-03-31 04:02:19.451000+00:00,0.0057069338,96.600561682012,0,619
2009-03-31 04:03:16.159000+00:00,0.0017333473,96.593217465516,120,619
2009-03-31 04:03:48.159000+00:00,0.0052530533,96.589073067994,60,619
2009-03-31 04:04:20.158000+00:00,0.0054485644,96.584928729253,0,619
2009-03-31 04:05:22.558000+00:00,0.0051093306,96.576846812969,120,750
2009-03-31 04:05:54.558000+00:00,0.0094737886,96.572702136451,60,750
2009-03-31 04:06:26.557000+00:00,0.0099177314,96.568557519006,0,750
2009-03-31 04:07:30.557000+00:00,0.0027919577,96.560267813928,120,727
2009-03-31 04:08:02.557000+00:00,0.0062847561,96.556122855965,60,727
2009-03-31 04:08:34.557000+00:00,0.006453576,96.551977827825,0,727
2009-03-31 04:25:46.014000+00:00,0.00056931487,96.418333827732,120,343
