Time,Intensity,Phase,Polarization Angle,Wavelength
2004-05-25 12:59:38.896000+00:00,0.014818729,67.471554784705,IR,938
2004-05-25 13:00:59.899000+00:00,0.03269564,67.470401157945,IR,938
2004-05-25 13:03:04.902000+00:00,0.015416813,67.468620772343,IR,938
2004-05-25 13:14:25.949000+00:00,0.017179059,67.458918244443,IR,750
2004-05-25 13:04:36.910000+00:00,0.01119717,67.467310232786,IR,928
2004-05-26 02:56:39.569000+00:00,0.0039368984,66.749806052523,IR,938
2004-05-26 02:58:00.572000+00:00,0.0044766357,66.748639939007,IR,938
2004-05-26 03:00:05.575000+00:00,0.0062328293,66.746840446413,IR,938
2004-05-26 03:01:37.583000+00:00,0.0026191575,66.745515969173,IR,928
2004-05-26 03:11:26.622000+00:00,0.0016518645,66.737037281685,IR,750
2004-05-26 05:26:39.510000+00:00,0.011714281,66.620403397836,IR,938
2004-05-26 05:28:00.514000+00:00,0.018617507,66.619240449821,IR,938
2004-05-26 05:30:05.517000+00:00,0.02868513,66.617445893338,IR,938
2004-05-26 05:31:37.524000+00:00,0.0043263836,66.616125086136,IR,928
2004-05-26 05:41:26.563000+00:00,0.00088465906,66.607670253999,IR,750
2004-05-27 07:23:38.902000+00:00,0.0017311973,65.336708979857,IR,938
2004-05-27 07:24:59.905000+00:00,0.0024737858,65.335674663362,IR,938
2004-05-27 07:27:04.908000+00:00,0.0023812889,65.334078881298,IR,938
2004-05-27 07:28:36.916000+00:00,0.00024485873,65.332904594659,IR,928
2004-05-27 07:38:25.955000+00:00,0.00049164135,65.325392459969,IR,750
2004-05-27 09:53:38.843000+00:00,0.0017257459,65.222954091947,IR,938
2004-05-27 09:54:59.847000+00:00,0.0019400291,65.221941169141,IR,938
2004-05-27 09:57:04.850000+00:00,0.0012839887,65.220378448213,IR,938
2004-05-27 09:58:36.857000+00:00,0.00027577922,65.21922852978,IR,928
2004-05-27 10:08:25.896000+00:00,0.00055607682,65.211872746741,IR,750
2004-05-27 12:23:38.785000+00:00,0.0021504008,65.111662482797,IR,938
2004-05-27 12:24:59.788000+00:00,0.0023058325,65.11067251924,IR,938
2004-05-27 12:27:04.791000+00:00,0.0023336771,65.109145236585,IR,938
2005-05-05 17:23:13.307000+00:00,1.7882636e-05,136.7279519927,120,343
2005-05-05 17:24:25.306000+00:00,9.246837e-05,136.71118715823,60,343
2005-05-05 17:25:50.314000+00:00,3.7484966e-05,136.69140203902,0,343
2005-05-05 17:27:08.317000+00:00,9.2237955e-05,136.67325570652,0,441
