Time,Intensity,SubSolarAzimuth,Polarization Angle,Wavelength
2009-03-31 04:08:34.557000+00:00,0.0066770515,356.24084263041,0,727
2012-01-08 01:05:01.223000+00:00,0.097676545,167.86194702524,120,750
2012-01-09 18:32:23.779000+00:00,0.061739929,185.74976415169,0,750
2009-03-31 04:25:46.014000+00:00,0.0006563901,356.35983445705,120,343
2012-01-09 18:33:43.279000+00:00,0.053437911,185.75886056358,60,750
2012-01-09 18:35:01.278000+00:00,0.058804475,185.76778601077,120,750
2008-01-20 14:42:34.612000+00:00,0.00053399173,227.333501591,0,569
2009-03-31 04:26:26.014000+00:00,0.0018120647,356.36445224092,60,343
2008-01-20 14:43:41.516000+00:00,0.0008238033,227.36109617708,0,619
2009-03-31 04:27:06.013000+00:00,0.00085481227,356.36905516941,0,343
2005-03-31 11:52:08.748000+00:00,0.0044014272,175.08949305034,90,939
2008-01-20 14:44:51.515000+00:00,0.0011923,227.38998468129,60,619
2009-03-31 04:28:05.425000+00:00,0.0010742674,356.37592423476,120,441
2005-03-31 12:15:00.739000+00:00,0.0045632222,175.24457868313,90,939
2005-03-31 11:57:27.746000+00:00,0.0027483529,175.12555770329,0,939
2009-03-31 04:28:37.425000+00:00,0.0029365113,356.37961133448,60,441
2005-03-31 12:20:37.737000+00:00,0.0030759948,175.28265545483,0,939
2005-03-31 12:55:13.723000+00:00,0.0036602481,175.5171212874,0,939
2008-01-20 14:46:01.515000+00:00,0.0010253643,227.41890096432,120,619
2005-03-31 13:01:03.721000+00:00,0.0032674486,175.55663355857,0,939
2005-03-31 13:30:50.610000+00:00,0.001362426,175.7582351652,0,728
2008-01-20 14:48:49.586000+00:00,0.0009028347,227.488406206,IR,750
2005-03-31 13:19:17.414000+00:00,0.0022576111,175.68001690106,90,728
2005-03-31 13:36:08.708000+00:00,0.0031162614,175.79418239611,0,939
2008-01-20 14:53:10.576000+00:00,0.00061397243,227.59655469598,IR,727
2008-11-15 11:41:23.863000+00:00,0.0058547803,174.96743034794,120,441
2005-03-31 13:42:03.705000+00:00,0.0030250654,175.83423053369,0,939
2005-03-31 14:17:48.692000+00:00,0.0019803992,176.07609597164,0,752
2008-11-15 11:44:41.861999,0.0028776212,174.99040532012,0,343
2005-03-31 13:53:33.701000+00:00,0.0010396614,175.91205197776,0,890
2008-11-15 11:48:41.860000+00:00,0.0035459329,175.01822160452,60,343
2008-11-15 11:52:10.859000+00:00,0.0035491069,175.04244774744,120,343
2009-03-31 03:25:46.040000+00:00,0.00078307418,355.94396141592,120,343
2005-03-31 14:29:25.587000+00:00,0.0013452836,176.15467266011,0,728
2009-03-31 03:26:26.039000+00:00,0.00082009734,355.94859989491,60,343
2010-03-05 20:36:49.721000+00:00,0.096141487,87.266845034007,60,51
2010-03-05 19:54:01.689000+00:00,0.091152392,85.6777070344,0,51
2009-03-31 03:27:06.039000+00:00,0.0021527743,355.95322364756,0,343
2010-04-24 02:55:33.141000+00:00,0.062138528,143.84334693412,0,51
2012-01-21 00:29:25.095000+00:00,0.1471269,64.073169631887,0,750
2009-03-31 03:28:05.450000,0.0013712851,355.96012348684,120,441
2010-03-05 21:21:17.702000+00:00,0.094544843,88.921350458227,120,51
2012-01-21 00:30:43.095000+00:00,0.096727364,64.118571974942,60,750
2010-04-24 02:56:35.464000+00:00,0.087576471,143.86159591068,60,51
2009-03-31 03:28:37.450000,0.0013383041,355.96382713529,60,441
2009-03-31 03:29:09.450000,0.0032429553,355.96752916885,0,441
2012-01-21 00:32:01.094000+00:00,0.1119359,64.164001374232,120,750
2010-04-24 02:57:36.408000+00:00,0.092437252,143.87943176529,120,51
2009-03-31 03:29:48.654000+00:00,0.002588171,355.97206016072,120,569
2012-01-23 00:04:23.510000+00:00,0.11001901,151.80473848667,0,750
2010-04-24 02:58:08.998000+00:00,0.043468554,143.88896576119,IR,51
2005-04-16 10:49:53.998000+00:00,0.0024526587,174.98163331809,0,890
2012-01-23 00:05:43.009000+00:00,0.11981066,151.82439219487,60,750
2009-03-31 03:30:05.657000+00:00,0.0025290193,355.97403186339,60,569
2005-04-16 10:51:44.006000+00:00,0.0011192164,174.99408530414,90,890
2010-06-13 13:04:47.418000,0.099407695,179.54750397366,IR,51
2012-01-23 00:07:01.009000+00:00,0.13142525,151.84366265711,120,750
2010-06-13 13:05:56.371000+00:00,0.10585327,179.55530302089,0,51
2005-04-16 10:57:41.976000,0.0056161974,175.03460148125,0,939
2012-01-25 00:10:25.913000+00:00,0.13574451,178.66461052502,0,750
2009-03-31 03:30:22.657000+00:00,0.0055609923,355.97599587589,0,569
2010-06-13 13:06:58.051000+00:00,0.059517808,179.56227928346,60,51
2009-03-31 03:31:15.469000,0.0033829222,355.98211196368,120,619
2010-06-13 13:08:00.150000+00:00,0.059211228,179.56930278543,120,51
2009-03-31 03:31:47.468000+00:00,0.0033786998,355.98581895946,60,619
2012-01-25 00:11:56.416000+00:00,0.098112002,178.67493732479,60,750
2005-04-16 10:59:27.983000+00:00,0.0035712423,175.04659780614,90,939
2010-06-25 22:32:12.714000+00:00,0.082559146,104.03943841364,0,51
2009-03-31 03:32:19.468000+00:00,0.0067558172,355.98951788829,0,619
2009-03-31 03:33:48.175000+00:00,0.0031473541,355.99978154265,60,619
2010-06-25 22:34:16.717000+00:00,0.074354313,104.11390293915,120,51
2009-03-31 03:33:16.176000+00:00,0.0028970863,355.99607147969,120,619
2005-04-16 12:20:37.925000,0.00523239,175.59699720807,0,939
2010-06-25 22:33:14.657000+00:00,0.1032587,104.07664045709,60,51
2009-03-31 03:34:20.175000+00:00,0.0067525418,356.00348208259,0,619
2010-06-25 22:35:37.770000,0.067083791,104.1625544742,IR,51
2009-03-31 03:36:26.574000+00:00,0.010698576,356.01806833664,0,750
2010-06-28 22:19:04.872000+00:00,0.07664001,173.79007062498,0,51
2005-04-16 12:22:38.924000+00:00,0.0038502025,175.61066181195,90,939
2009-03-31 03:37:30.574000+00:00,0.0035821155,356.0254721308,120,727
2005-04-16 12:40:32.817000+00:00,0.0021024954,175.73183761011,0,728
2009-03-31 03:38:02.573000+00:00,0.0038828764,356.02917368344,60,727
2010-06-28 22:20:06.655000+00:00,0.050264392,173.79749417925,60,51
2005-04-16 12:42:35.616000+00:00,0.0014743542,175.74570076921,90,728
2009-03-31 03:38:34.573000+00:00,0.0074756029,356.03287519945,0,727
2010-06-28 22:21:08.745000+00:00,0.033718862,173.80495366042,120,51
2009-03-31 03:55:46.027000+00:00,0.00039557135,356.15213174485,120,343
2005-04-16 12:59:49.910000+00:00,0.0019419777,175.86247561575,0,890
2009-03-31 03:56:26.027000+00:00,0.0014344808,356.15675966458,60,343
2009-03-31 03:57:06.026000+00:00,0.0016062022,356.16137267814,0,343
2005-04-16 13:01:50.909000+00:00,0.0012187449,175.87613119992,90,890
2009-03-31 03:58:05.438000+00:00,0.0005883124,356.16825678773,120,441
2005-04-16 13:19:47.902000+00:00,0.0030746784,175.9976011601,0,752
2009-03-31 03:58:37.437000+00:00,0.0023880114,356.17195183098,60,441
2010-06-28 22:22:29.932000,0.066910967,173.81470600047,IR,51
2009-03-31 03:59:09.437000+00:00,0.0026524328,356.17564538645,0,441
2011-03-09 14:16:52.124000+00:00,0.077285036,148.65919206588,120,750
2005-04-16 13:21:49.151000+00:00,0.0020408197,176.01128159588,90,752
2011-03-11 13:59:22.040000+00:00,0.051150396,176.62015373831,0,750
2009-03-31 03:59:48.641000+00:00,0.001679101,356.18016601354,120,569
2011-03-11 14:00:50.043000+00:00,0.06805151,176.63036467854,60,750
2006-01-15 17:59:40.401000+00:00,0.0052952408,215.10218352882,90,939
2011-03-11 14:02:22.046000+00:00,0.061344154,176.64103837158,120,750
2006-02-26 23:21:00.229000+00:00,0.026259514,132.93018492932,90,890
2011-03-29 18:19:16.118000+00:00,0.010297213,200.65383305133,0,750
2006-02-26 23:59:12.465000+00:00,0.06610284,133.6599676243,0,752
2011-03-29 18:20:43.122000+00:00,0.005272775,200.66813948639,60,750
2011-03-29 18:22:17.121000+00:00,0.0032933683,200.68360326865,120,750
2006-02-27 00:18:01.408000+00:00,0.041474141,134.0152332766,90,728
2005-08-21 22:30:04.541000+00:00,0.0034383542,172.51171325355,0,939
2011-04-12 11:03:59.644000+00:00,0.12406859,176.20634577182,0,750
2005-08-21 22:32:04.540000+00:00,0.0049311919,172.52560906275,90,939
2011-04-12 11:05:29.647000+00:00,0.06919422,176.21685517149,60,750
2011-04-12 11:07:03.646000+00:00,0.068664268,176.22782958908,120,750
2011-04-25 17:29:24.395000+00:00,0.13353117,125.04006254789,0,750
2005-09-06 23:34:52.686000+00:00,0.0027265719,173.28927234097,0,890
2011-04-25 17:30:43.895000+00:00,0.13526686,125.07837323044,60,750
2005-09-06 23:36:38.693000+00:00,0.0015978754,173.30145860016,90,890
2011-04-25 17:32:00.394000+00:00,0.14076222,125.11521212849,120,750
2011-05-12 09:41:25.796000+00:00,0.15584479,147.69215892809,0,750
2005-09-06 23:43:04.660000+00:00,0.0067570307,173.34581735983,0,939
2005-09-06 23:44:50.663000+00:00,0.0045105326,173.3579966731,90,939
2005-09-07 00:30:30.634000+00:00,0.0074627372,173.67227832516,0,939
2006-05-20 17:58:05.730000+00:00,0.0011610418,176.34919644605,0,890
2005-09-07 00:33:03.633000+00:00,0.0052777999,173.68980500859,90,939
2006-05-20 17:59:54.738000+00:00,0.00085372163,176.36122995304,90,890
2006-05-20 18:00:39.991000+00:00,0.001407887,176.36618525542,90,752
2005-12-26 13:29:45.578000+00:00,0.016169911,160.29151550032,90,890
2006-05-20 18:01:18.845000+00:00,0.002152876,176.37047195623,0,752
2005-12-26 13:36:10.575000+00:00,0.016810505,160.34983128136,0,890
2006-05-20 18:03:15.760000+00:00,0.0014777203,176.38337404723,0,728
2005-12-26 13:49:27.820000+00:00,0.029595949,160.47023979402,90,752
2006-05-20 18:03:59.864000+00:00,0.0011022809,176.38824330662,90,728
2005-12-26 13:55:27.818000+00:00,0.031527076,160.52449698587,0,752
2006-05-20 18:56:24.704000+00:00,0.0013361061,176.73525580089,0,890
2006-05-20 18:58:13.708000+00:00,0.00086243713,176.74728071374,90,890
2005-12-26 14:07:35.763000+00:00,0.022372311,160.63395946884,90,728
2006-05-20 18:58:58.965000+00:00,0.0014113154,176.7522263864,90,752
2006-05-20 18:59:38.119000+00:00,0.0017669036,176.75654295205,0,752
2006-05-20 19:01:34.734000+00:00,0.0013932382,176.76940291989,0,728
2006-01-15 17:57:54.394000+00:00,0.0036463784,215.06740131338,0,939
2006-05-20 19:02:18.837000+00:00,0.0010069014,176.77426908405,90,728
2007-03-26 09:09:46.906000+00:00,0.0013423015,345.12345652585,90,752
2006-05-20 20:28:47.673000+00:00,0.0012318672,177.34649278738,0,890
2006-05-20 20:30:48.680000+00:00,0.00067087985,177.35983778501,90,890
2007-03-26 09:10:32.110000+00:00,0.00051677384,345.13062952548,0,728
2006-05-20 20:32:11.087000+00:00,0.0017532042,177.36886530925,0,752
2007-03-26 09:11:13.217000+00:00,0.00089477631,345.13714134088,90,728
2006-05-20 20:31:32.084000+00:00,0.0010787304,177.36456712074,90,752
2006-05-20 20:34:07.702000+00:00,0.001142221,177.38172117317,0,728
2006-05-20 20:34:51.806000+00:00,0.00093917357,177.38658656728,90,728
2006-03-19 05:44:26.147000+00:00,0.00082323409,190.32723008474,90,890
2007-10-01 18:46:32.850000+00:00,0.11533473,274.00708309767,0,939
2006-05-20 21:12:02.656000+00:00,0.001099362,177.63264463603,0,890
2007-10-01 18:47:52.853000+00:00,0.10414602,274.06093491666,90,939
2006-03-19 05:45:54.150000+00:00,0.00043682737,190.33931030893,0,890
2007-10-01 18:50:09.268000+00:00,0.011775477,274.15277053585,90,728
2006-05-20 21:14:03.663000+00:00,0.00072791718,177.64599230246,90,890
2006-03-19 05:47:40.654000+00:00,0.00098825083,190.3538957316,90,752
2006-05-20 21:14:47.067000+00:00,0.0011514439,177.65071764239,90,752
2007-10-01 18:51:15.638000+00:00,0.012153951,274.19743130841,0,752
2006-05-20 21:15:25.771000+00:00,0.0015303351,177.65498348896,0,752
2006-03-19 05:48:19.558000+00:00,0.00027616895,190.35923874715,0,752
2007-10-01 18:50:42.268000+00:00,0.0090044746,274.17497793088,0,728
2006-05-20 21:17:22.686000+00:00,0.001023304,177.66787482031,0,728
2006-03-19 05:49:33.869000+00:00,0.00040946653,190.36945045123,90,728
2007-10-01 18:51:48.638000+00:00,0.016091865,274.21963448242,90,752
2006-03-19 05:50:19.072000+00:00,0.00018576242,190.37566185578,0,728
2006-03-19 12:47:25.970000+00:00,0.00052273745,194.01919431997,90,890
