Observation,Time,Polarization Angle,Wavelength
processed/N1705232451._RC.cub,"2012-014T10:49:52.221
",60,750
processed/N1639306137._RC.cub,"2009-346T10:05:32.833
",0,51
processed/W1490966913._RC.cub,"2005-090T13:00:22.721
",0,939
processed/N1705232529._RC.cub,"2012-014T10:51:07.221
",120,750
processed/N1639306170._RC.cub,"2009-346T10:06:05.933
",120,51
processed/W1490968663._RC.cub,"2005-090T13:30:46.510
",0,728
processed/N1639306203._RC.cub,"2009-346T10:06:38.932
",60,51
processed/N1705318757._RC.cub,"2012-015T10:48:17.675
",0,750
processed/N1579533918._RC.cub,"2008-020T14:48:40.586
",IR 0,750
processed/W1490967968._RC.cub,"2005-090T13:19:15.114
",90,728
processed/N1639409310._RC.cub,"2009-347T14:45:05.099
",60,51
processed/N1705318851._RC.cub,"2012-015T10:49:44.679
",60,750
processed/W1490969018._RC.cub,"2005-090T13:35:27.708
",0,939
processed/N1579534193._RC.cub,"2008-020T14:52:47.576
",IR 0,727
processed/N1639409255._RC.cub,"2009-347T14:44:10.196
",0,51
processed/N1705318929._RC.cub,"2012-015T10:51:06.682
",120,750
processed/N1605442887._RC.cub,"2008-320T11:40:42.863
",120,441
processed/W1490969373._RC.cub,"2005-090T13:41:22.705
",0,939
processed/N1639409365._RC.cub,"2009-347T14:46:00.099
",120,51
processed/N1705490718._RC.cub,"2012-017T10:34:14.547
",0,750
processed/W1490971478._RC.cub,"2005-090T14:17:47.692
",0,752
processed/N1605443063._RC.cub,"2008-320T11:44:22.862
",0,343
processed/N1639409420._RC.cub,"2009-347T14:46:55.278
",IR 0,51
processed/W1490970063._RC.cub,"2005-090T13:52:52.701
",0,890
processed/N1605443303._RC.cub,"2008-320T11:48:22.860
",60,343
processed/N1705490796._RC.cub,"2012-017T10:35:35.547
",60,750
processed/W1490990801._RC.cub,"2005-090T19:39:40.583
",0,939
processed/N1639442320._RC.cub,"2009-347T23:55:14.861
",60,51
processed/N1705490874._RC.cub,"2012-017T10:36:53.546
",120,750
processed/N1605443512._RC.cub,"2008-320T11:51:51.859
",120,343
processed/W1490990850._RC.cub,"2005-090T19:40:29.583
",0,939
processed/N1639442404._RC.cub,"2009-347T23:56:38.964
",0,51
processed/N1617163600._RC.cub,"2009-090T03:25:38.540
",120,343
processed/W1490990899._RC.cub,"2005-090T19:41:18.583
",0,939
processed/N1705626619._RC.cub,"2012-019T00:19:17.694
",0,750
processed/W1490972178._RC.cub,"2005-090T14:29:21.487
",0,728
processed/N1617163640._RC.cub,"2009-090T03:26:18.539
",60,343
processed/N1646515265._RC.cub,"2010-064T20:36:49.381
",60,51
processed/N1705626697._RC.cub,"2012-019T00:20:35.693
",60,750
processed/W1490991144._RC.cub,"2005-090T19:45:23.581
",0,939
processed/N1646512697._RC.cub,"2010-064T19:54:01.279
",0,51
processed/W1490991193._RC.cub,"2005-090T19:46:12.581
",0,939
processed/N1617163680._RC.cub,"2009-090T03:26:58.539
",0,343
processed/N1705626775._RC.cub,"2012-019T00:21:53.693
",120,750
processed/W1490991242._RC.cub,"2005-090T19:47:01.580
",0,939
processed/N1650771619._RC.cub,"2010-114T02:55:32.541
",0,51
processed/N1705800020._RC.cub,"2012-021T00:29:17.595
",0,750
processed/N1617163736._RC.cub,"2009-090T03:28:01.350
",120,441
processed/W1490991487._RC.cub,"2005-090T19:51:06.579
",0,939
processed/N1646517933._RC.cub,"2010-064T21:21:17.362
",120,51
processed/W1490991536._RC.cub,"2005-090T19:51:55.579
",0,939
processed/N1705800098._RC.cub,"2012-021T00:30:35.595
",60,750
processed/N1650771681._RC.cub,"2010-114T02:56:35.184
",60,51
processed/N1617163768._RC.cub,"2009-090T03:28:33.350
",60,441
processed/W1490991585._RC.cub,"2005-090T19:52:44.578
",0,939
processed/W1490991825._RC.cub,"2005-090T19:56:44.581
",0,939
processed/N1617163800._RC.cub,"2009-090T03:29:05.350
",0,441
processed/W1490991857._RC.cub,"2005-090T19:57:16.580
",0,939
processed/N1705800176._RC.cub,"2012-021T00:31:53.594
",120,750
processed/N1650771742._RC.cub,"2010-114T02:57:36.068
",120,51
processed/W1490998906._RC.cub,"2005-090T21:54:53.747
",90,917
processed/N1617163836._RC.cub,"2009-090T03:29:47.754
",120,569
processed/N1705971321._RC.cub,"2012-023T00:04:14.510
",0,750
processed/N1650771775._RC.cub,"2010-114T02:58:08.248
",IR 0,51
processed/W1492341452._RC.cub,"2005-106T10:49:12.998
",0,890
processed/N1705971399._RC.cub,"2012-023T00:05:35.509
",60,750
processed/N1617163853._RC.cub,"2009-090T03:30:04.757
",60,569
processed/W1492341540._RC.cub,"2005-106T10:51:25.006
",90,890
processed/N1655128204._RC.cub,"2010-164T13:04:47.188
",IR 0,51
processed/N1705971477._RC.cub,"2012-023T00:06:53.509
",120,750
processed/N1655128273._RC.cub,"2010-164T13:05:56.091
",0,51
processed/W1492341920._RC.cub,"2005-106T10:57:00.976
",0,939
processed/N1706144483._RC.cub,"2012-025T00:10:18.413
",0,750
processed/N1617163870._RC.cub,"2009-090T03:30:21.757
",0,569
processed/N1655128335._RC.cub,"2010-164T13:06:57.451
",60,51
processed/N1617163926._RC.cub,"2009-090T03:31:11.369
",120,619
processed/N1655128397._RC.cub,"2010-164T13:07:59.650
",120,51
processed/N1617163958._RC.cub,"2009-090T03:31:43.368
",60,619
processed/N1706144577._RC.cub,"2012-025T00:11:45.416
",60,750
processed/W1492342008._RC.cub,"2005-106T10:59:04.983
",90,939
processed/N1656199057._RC.cub,"2010-176T22:32:12.434
",0,51
processed/N1617163990._RC.cub,"2009-090T03:32:15.368
",0,619
processed/N1757695025._RC.cub,"2013-255T15:40:45.189
",120,569
processed/N1757695063._RC.cub,"2013-255T15:41:15.181
",0,619
processed/N1617164078._RC.cub,"2009-090T03:33:44.775
",60,619
processed/N1656199181._RC.cub,"2010-176T22:34:16.437
",120,51
processed/N1617164046._RC.cub,"2009-090T03:33:12.776
",120,619
processed/N1757695123._RC.cub,"2013-255T15:42:15.188
",60,619
processed/W1492346878._RC.cub,"2005-106T12:20:14.925
",0,939
processed/N1656199119._RC.cub,"2010-176T22:33:14.317
",60,51
processed/N1617164110._RC.cub,"2009-090T03:34:16.775
",0,619
processed/N1757695155._RC.cub,"2013-255T15:42:47.188
",120,619
processed/N1656199262._RC.cub,"2010-176T22:35:37.540
",IR 0,51
processed/N1760443668._RC.cub,"2013-287T11:10:54.771
",IR 0,750
processed/N1617164238._RC.cub,"2009-090T03:36:21.574
",0,750
processed/N1760443741._RC.cub,"2013-287T11:12:07.771
",60,750
processed/N1656457471._RC.cub,"2010-179T22:19:04.592
",0,51
processed/W1492346999._RC.cub,"2005-106T12:22:15.924
",90,939
processed/N1617164302._RC.cub,"2009-090T03:37:25.574
",120,727
processed/N1778988163._RC.cub,"2014-137T02:23:23.872
",120,343
processed/W1492348054._RC.cub,"2005-106T12:40:28.717
",0,728
processed/N1778988235._RC.cub,"2014-137T02:24:35.872
",60,343
processed/N1617164334._RC.cub,"2009-090T03:37:57.573
",60,727
processed/N1656457533._RC.cub,"2010-179T22:20:06.155
",60,51
processed/N1760443814._RC.cub,"2013-287T11:13:20.770
",120,750
processed/W1492348175._RC.cub,"2005-106T12:42:33.316
",90,728
processed/N1617164366._RC.cub,"2009-090T03:38:29.573
",0,727
processed/N1778988307._RC.cub,"2014-137T02:25:47.872
",0,343
processed/N1656457595._RC.cub,"2010-179T22:21:08.335
",120,51
processed/N1617165400._RC.cub,"2009-090T03:55:38.527
",120,343
processed/N1778988331._RC.cub,"2014-137T02:26:53.275
",0,750
processed/W1492349230._RC.cub,"2005-106T12:59:26.910
",0,890
processed/N1657300603._RC.cub,"2010-189T16:31:10.560
",60,51
processed/N1778988355._RC.cub,"2014-137T02:27:17.275
",60,750
processed/N1617165440._RC.cub,"2009-090T03:56:18.527
",60,343
processed/N1778988379._RC.cub,"2014-137T02:27:41.275
",120,750
processed/N1617165480._RC.cub,"2009-090T03:56:58.526
",0,343
processed/N1781768077._RC.cub,"2014-169T06:34:50.171
",0,343
processed/W1492349351._RC.cub,"2005-106T13:01:27.909
",90,890
processed/N1657300546._RC.cub,"2010-189T16:30:13.461
",120,51
processed/N1617165536._RC.cub,"2009-090T03:58:01.338
",120,441
processed/N1781768181._RC.cub,"2014-169T06:36:34.170
",60,343
processed/W1492350406._RC.cub,"2005-106T13:19:46.902
",0,752
processed/N1781768285._RC.cub,"2014-169T06:38:18.170
",120,343
processed/N1657300687._RC.cub,"2010-189T16:32:34.460
",0,51
processed/N1617165568._RC.cub,"2009-090T03:58:33.337
",60,441
processed/N1781768349._RC.cub,"2014-169T06:40:11.373
",60,569
processed/N1656457676._RC.cub,"2010-179T22:22:29.702
",IR 0,51
processed/N1781768317._RC.cub,"2014-169T06:39:39.373
",120,569
processed/N1617165600._RC.cub,"2009-090T03:59:05.337
",0,441
processed/N1781768381._RC.cub,"2014-169T06:40:43.373
",0,569
processed/N1678374295._RC.cub,"2011-068T14:16:43.124
",120,750
processed/W1492350527._RC.cub,"2005-106T13:21:48.401
",90,752
processed/N1781768453._RC.cub,"2014-169T06:41:16.180
",0,750
processed/N1678546056._RC.cub,"2011-070T13:59:03.040
",0,750
processed/N1617165636._RC.cub,"2009-090T03:59:47.741
",120,569
processed/N1781768525._RC.cub,"2014-169T06:42:28.180
",60,750
processed/N1678546134._RC.cub,"2011-070T14:00:41.043
",60,750
processed/W1477490884._RC.cub,"2004-300T13:42:28.161
",90,939
processed/W1516040963._RC.cub,"2006-015T17:59:27.401
",90,939
processed/N1678546228._RC.cub,"2011-070T14:02:11.046
",120,750
processed/W1492355111._RC.cub,"2005-106T14:37:27.872
",0,939
processed/W1477472212._RC.cub,"2004-300T08:30:23.282
",0,939
processed/W1519689076._RC.cub,"2006-057T23:20:37.229
",90,890
processed/N1680116850._RC.cub,"2011-088T18:19:07.118
",0,750
processed/W1492355232._RC.cub,"2005-106T14:39:28.871
",90,939
processed/W1519691346._RC.cub,"2006-057T23:59:11.715
",0,752
processed/N1680116944._RC.cub,"2011-088T18:20:27.122
",60,750
processed/W1467509271._RC.cub,"2004-185T01:01:55.234
",0,939
processed/W1496747412._RC.cub,"2005-157T10:41:24.798
",0,939
processed/W1519710132._RC.cub,"2006-058T05:11:47.095
",90,890
processed/N1680117038._RC.cub,"2011-088T18:22:01.121
",120,750
processed/W1477490941._RC.cub,"2004-300T13:43:25.160
",90,939
processed/W1496753247._RC.cub,"2005-157T12:18:39.761
",0,939
processed/N1680806238._RC.cub,"2011-096T17:48:53.764
",0,750
processed/W1519692477._RC.cub,"2006-058T00:17:58.608
",90,728
processed/W1477490998._RC.cub,"2004-300T13:44:22.160
",0,939
processed/W1496756973._RC.cub,"2005-157T13:20:45.737
",0,939
processed/N1680806332._RC.cub,"2011-096T17:50:16.768
",60,750
processed/W1496764179._RC.cub,"2005-157T15:20:51.691
",0,939
processed/W1477472365._RC.cub,"2004-300T08:32:56.281
",90,939
processed/W1519710637._RC.cub,"2006-058T05:20:12.092
",0,890
processed/N1680806426._RC.cub,"2011-096T17:51:50.767
",120,750
processed/W1503356320._RC.cub,"2005-233T22:29:36.541
",0,939
processed/N1681300341._RC.cub,"2011-102T11:03:50.644
",0,750
processed/W1503356440._RC.cub,"2005-233T22:31:36.540
",90,939
processed/W1519711597._RC.cub,"2006-058T05:36:42.586
",90,752
processed/N1681300435._RC.cub,"2011-102T11:05:16.647
",60,750
processed/W1477491055._RC.cub,"2004-300T13:45:19.159
",0,939
processed/W1503387904._RC.cub,"2005-234T07:15:34.362
",0,890
processed/W1519712092._RC.cub,"2006-058T05:44:57.582
",0,752
processed/W1481629242._RC.cub,"2004-348T11:14:42.241
",0,939
processed/N1682005126._RC.cub,"2011-110T14:50:14.165
",0,750
processed/W1503387998._RC.cub,"2005-234T07:17:58.369
",90,890
processed/W1519713072._RC.cub,"2006-058T06:01:13.476
",90,728
processed/W1481629438._RC.cub,"2004-348T11:17:58.239
",0,939
processed/N1682005254._RC.cub,"2011-110T14:52:22.164
",60,750
processed/W1503388534._RC.cub,"2005-234T07:26:04.338
",0,939
processed/W1526791178._RC.cub,"2006-140T04:08:48.044
",0,728
processed/W1519713587._RC.cub,"2006-058T06:09:48.473
",0,728
processed/N1682005382._RC.cub,"2011-110T14:54:30.163
",120,750
processed/W1526791218._RC.cub,"2006-140T04:09:36.247
",0,752
processed/W1503388644._RC.cub,"2005-234T07:28:30.345
",90,939
processed/W1526791251._RC.cub,"2006-140T04:10:11.555
",90,752
processed/W1521366072._RC.cub,"2006-077T09:10:30.630
",90,890
processed/N1681300529._RC.cub,"2011-102T11:06:50.646
",120,750
processed/W1521366224._RC.cub,"2006-077T09:12:00.637
",0,890
processed/W1526791500._RC.cub,"2006-140T04:11:52.057
",0,890
processed/W1503398607._RC.cub,"2005-234T10:14:11.293
",0,890
processed/N1682031650._RC.cub,"2011-110T22:12:18.009
",0,750
processed/W1526791572._RC.cub,"2006-140T04:15:12.061
",90,890
processed/W1521366290._RC.cub,"2006-077T09:14:45.441
",90,752
processed/W1503398679._RC.cub,"2005-234T10:16:09.301
",90,890
processed/W1521366323._RC.cub,"2006-077T09:15:17.641
",0,752
processed/W1526792330._RC.cub,"2006-140T04:28:08.232
",90,728
processed/N1682031728._RC.cub,"2011-110T22:13:36.008
",60,750
processed/W1503399091._RC.cub,"2005-234T10:22:01.278
",0,939
processed/W1521366403._RC.cub,"2006-077T09:16:35.044
",90,728
processed/W1526792378._RC.cub,"2006-140T04:28:48.036
",0,728
processed/W1521366451._RC.cub,"2006-077T09:17:19.448
",0,728
processed/N1682031806._RC.cub,"2011-110T22:14:54.008
",120,750
processed/W1526792418._RC.cub,"2006-140T04:29:36.240
",0,752
processed/W1503399179._RC.cub,"2005-234T10:24:05.282
",90,939
processed/W1521367303._RC.cub,"2006-077T09:30:17.595
",0,939
processed/N1682446673._RC.cub,"2011-115T17:29:15.395
",0,750
processed/W1526792451._RC.cub,"2006-140T04:30:11.547
",90,752
processed/W1521367488._RC.cub,"2006-077T09:33:22.594
",0,939
processed/W1504742630._RC.cub,"2005-249T23:34:11.686
",0,890
processed/W1526792700._RC.cub,"2006-140T04:31:52.050
",0,890
processed/W1521367673._RC.cub,"2006-077T09:36:27.593
",0,939
processed/N1682446751._RC.cub,"2011-115T17:30:36.395
",60,750
processed/W1504742718._RC.cub,"2005-249T23:36:15.693
",90,890
processed/W1521367858._RC.cub,"2006-077T09:39:32.592
",0,939
processed/W1526792772._RC.cub,"2006-140T04:35:12.053
",90,890
processed/N1682446829._RC.cub,"2011-115T17:31:51.394
",120,750
processed/W1521368043._RC.cub,"2006-077T09:42:37.591
",0,939
processed/W1526810259._RC.cub,"2006-140T09:26:42.938
",90,890
processed/N1683887402._RC.cub,"2011-132T09:41:18.296
",0,750
processed/W1521372152._RC.cub,"2006-077T10:51:50.568
",90,890
processed/W1504743122._RC.cub,"2005-249T23:42:23.660
",0,939
processed/W1526810475._RC.cub,"2006-140T09:28:06.940
",0,890
processed/W1521372304._RC.cub,"2006-077T10:53:20.571
",0,890
processed/W1526810541._RC.cub,"2006-140T09:31:41.744
",90,752
processed/W1504743210._RC.cub,"2005-249T23:44:27.663
",90,939
processed/W1537700762._RC.cub,"2006-266T10:33:52.402
",90,939
processed/W1526810581._RC.cub,"2006-140T09:32:19.151
",0,752
processed/W1521372370._RC.cub,"2006-077T10:56:05.379
",90,752
processed/W1526810709._RC.cub,"2006-140T09:34:18.954
",0,728
processed/W1504745955._RC.cub,"2005-250T00:30:02.634
",0,939
processed/W1537700866._RC.cub,"2006-266T10:35:20.409
",0,890
processed/W1521372403._RC.cub,"2006-077T10:56:37.578
",0,752
processed/W1526810661._RC.cub,"2006-140T09:33:39.751
",90,728
processed/W1537700898._RC.cub,"2006-266T10:36:20.417
",90,890
processed/W1521372483._RC.cub,"2006-077T10:57:54.982
",90,728
processed/W1526840974._RC.cub,"2006-140T17:57:15.730
",0,890
processed/W1537700951._RC.cub,"2006-266T10:37:21.424
",0,752
processed/W1504746108._RC.cub,"2005-250T00:32:35.633
",90,939
processed/W1537677956._RC.cub,"2006-266T04:14:06.590
",90,728
processed/W1526841046._RC.cub,"2006-140T17:59:41.738
",90,890
processed/W1521372531._RC.cub,"2006-077T10:58:39.385
",0,728
processed/W1526841079._RC.cub,"2006-140T18:00:39.241
",90,752
processed/W1537700968._RC.cub,"2006-266T10:37:39.748
",90,752
processed/W1521395345._RC.cub,"2006-077T17:17:21.405
",0,890
processed/W1514296766._RC.cub,"2005-360T13:29:22.578
",90,890
processed/W1537701018._RC.cub,"2006-266T10:38:24.839
",0,728
processed/W1521394881._RC.cub,"2006-077T17:10:39.408
",90,890
processed/W1526841119._RC.cub,"2006-140T18:01:16.945
",0,752
processed/W1514297151._RC.cub,"2005-360T13:35:47.575
",0,890
processed/W1521396147._RC.cub,"2006-077T17:32:22.200
",90,752
processed/W1526841240._RC.cub,"2006-140T18:03:09.760
",0,728
processed/W1537701035._RC.cub,"2006-266T10:38:45.643
",90,728
processed/W1537701213._RC.cub,"2006-266T10:40:49.457
",0,939
processed/W1514297926._RC.cub,"2005-360T13:49:27.070
",90,752
processed/W1526841280._RC.cub,"2006-140T18:03:57.964
",90,728
processed/W1521399566._RC.cub,"2006-077T18:29:21.178
",90,752
processed/W1537701269._RC.cub,"2006-266T10:42:19.461
",90,939
processed/W1514298286._RC.cub,"2005-360T13:55:27.068
",0,752
processed/W1526844473._RC.cub,"2006-140T18:55:34.704
",0,890
processed/W1521403877._RC.cub,"2006-077T19:41:05.151
",0,728
processed/W1537701373._RC.cub,"2006-266T10:43:47.472
",0,890
processed/W1526844545._RC.cub,"2006-140T18:58:00.708
",90,890
processed/W1521404291._RC.cub,"2006-077T19:47:41.348
",0,890
processed/W1516015345._RC.cub,"2006-015T10:51:33.574
",0,939
processed/W1514299016._RC.cub,"2005-360T14:07:32.963
",90,728
processed/W1521400002._RC.cub,"2006-077T18:36:36.375
",0,752
processed/W1526844578._RC.cub,"2006-140T18:58:58.215
",90,752
processed/W1537701405._RC.cub,"2006-266T10:44:47.476
",90,890
processed/W1526844618._RC.cub,"2006-140T18:59:36.519
",0,752
processed/W1521404737._RC.cub,"2006-077T19:54:55.345
",90,890
processed/W1537701458._RC.cub,"2006-266T10:45:48.483
",0,752
processed/W1516015482._RC.cub,"2006-015T10:53:50.573
",0,939
processed/W1526844739._RC.cub,"2006-140T19:01:28.734
",0,728
processed/W1521405167._RC.cub,"2006-077T20:02:38.742
",90,728
processed/W1537701475._RC.cub,"2006-266T10:46:06.811
",90,752
processed/W1516040863._RC.cub,"2006-015T17:57:35.394
",0,939
processed/W1526844779._RC.cub,"2006-140T19:02:16.937
",90,728
processed/W1537701525._RC.cub,"2006-266T10:46:51.898
",0,728
processed/W1553593396._RC.cub,"2007-085T09:09:46.306
",90,752
processed/W1526850026._RC.cub,"2006-140T20:27:47.673
",0,890
processed/W1521405681._RC.cub,"2006-077T20:11:12.739
",90,728
processed/W1537701542._RC.cub,"2006-266T10:47:12.702
",90,728
processed/W1526850098._RC.cub,"2006-140T20:30:37.680
",90,890
processed/W1553593444._RC.cub,"2007-085T09:10:28.710
",0,728
processed/W1537701800._RC.cub,"2006-266T10:50:36.512
",0,939
processed/W1521406111._RC.cub,"2006-077T20:18:19.136
",0,728
processed/W1526850171._RC.cub,"2006-140T20:32:09.487
",0,752
processed/W1553593484._RC.cub,"2007-085T09:11:10.917
",90,728
processed/W1537701856._RC.cub,"2006-266T10:52:06.516
",90,939
processed/W1521406511._RC.cub,"2006-077T20:24:59.134
",0,728
processed/W1526850131._RC.cub,"2006-140T20:31:31.484
",90,752
processed/W1567266769._RC.cub,"2007-243T15:17:53.241
",0,752
processed/W1537701960._RC.cub,"2006-266T10:53:34.527
",0,890
processed/W1526850292._RC.cub,"2006-140T20:34:01.702
",0,728
processed/W1537701992._RC.cub,"2006-266T10:54:34.531
",90,890
processed/W1567266802._RC.cub,"2007-243T15:18:26.241
",90,752
processed/W1537702045._RC.cub,"2006-266T10:55:35.538
",0,752
processed/W1526850332._RC.cub,"2006-140T20:34:49.906
",90,728
processed/W1521440079._RC.cub,"2006-078T05:44:17.147
",90,890
processed/W1569957716._RC.cub,"2007-274T18:46:21.850
",0,939
processed/W1537702062._RC.cub,"2006-266T10:55:53.866
",90,752
processed/W1526852621._RC.cub,"2006-140T21:11:02.656
",0,890
processed/W1569957794._RC.cub,"2007-274T18:47:43.853
",90,939
processed/W1537702112._RC.cub,"2006-266T10:56:38.949
",0,728
processed/W1521440199._RC.cub,"2006-078T05:45:13.150
",0,890
processed/W1569957922._RC.cub,"2007-274T18:50:08.668
",90,728
processed/W1526852693._RC.cub,"2006-140T21:13:52.663
",90,890
processed/W1537702129._RC.cub,"2006-266T10:56:59.753
",90,728
processed/W1521440265._RC.cub,"2006-078T05:47:40.154
",90,752
processed/W1526852726._RC.cub,"2006-140T21:14:46.467
",90,752
processed/W1569957988._RC.cub,"2007-274T18:51:15.408
",0,752
processed/W1526852766._RC.cub,"2006-140T21:15:23.871
",0,752
processed/W1537702387._RC.cub,"2006-266T11:00:23.567
",0,939
processed/W1521440305._RC.cub,"2006-078T05:48:17.958
",0,752
processed/W1569957955._RC.cub,"2007-274T18:50:41.668
",0,728
processed/W1537702443._RC.cub,"2006-266T11:01:53.571
",90,939
processed/W1526852887._RC.cub,"2006-140T21:17:16.686
",0,728
processed/W1521440379._RC.cub,"2006-078T05:49:32.569
",90,728
processed/W1537702547._RC.cub,"2006-266T11:03:21.582
",0,890
processed/W1532135627._RC.cub,"2006-202T00:41:38.921
",0,939
processed/W1569958021._RC.cub,"2007-274T18:51:48.408
",90,752
processed/W1570025236._RC.cub,"2007-275T13:31:31.407
",0,939
processed/W1532135812._RC.cub,"2006-202T00:44:43.920
",0,939
processed/W1521440427._RC.cub,"2006-078T05:50:14.972
",0,728
processed/W1537702579._RC.cub,"2006-266T11:04:21.585
",90,890
processed/W1570025330._RC.cub,"2007-275T13:33:05.407
",90,939
processed/W1532135997._RC.cub,"2006-202T00:47:48.919
",0,939
processed/W1521465459._RC.cub,"2006-078T12:47:16.970
",90,890
processed/W1570025467._RC.cub,"2007-275T13:35:52.421
",90,728
processed/W1532136360._RC.cub,"2006-202T00:54:15.932
",0,890
processed/W1537702632._RC.cub,"2006-266T11:05:22.593
",0,752
processed/W1521465579._RC.cub,"2006-078T12:48:12.973
",0,890
processed/W1570025500._RC.cub,"2007-275T13:36:25.425
",0,728
processed/W1537702699._RC.cub,"2006-266T11:06:26.004
",0,728
processed/W1532136436._RC.cub,"2006-202T00:55:51.935
",90,890
processed/W1521465645._RC.cub,"2006-078T12:50:39.977
",90,752
processed/W1532136651._RC.cub,"2006-202T00:59:34.307
",0,728
processed/W1537702649._RC.cub,"2006-266T11:05:40.913
",90,752
processed/W1570025533._RC.cub,"2007-275T13:36:59.745
",0,752
processed/W1521465759._RC.cub,"2006-078T12:52:32.391
",90,728
processed/W1532136712._RC.cub,"2006-202T01:00:37.910
",90,728
processed/W1537702716._RC.cub,"2006-266T11:06:46.808
",90,728
processed/W1570025566._RC.cub,"2007-275T13:37:32.745
",90,752
processed/W1521465685._RC.cub,"2006-078T12:51:17.784
",0,752
processed/W1537702974._RC.cub,"2006-266T11:10:10.622
",0,939
processed/W1532137193._RC.cub,"2006-202T01:08:40.091
",90,752
processed/W1525100318._RC.cub,"2006-120T14:28:09.800
",0,752
processed/W1532137088._RC.cub,"2006-202T01:06:54.108
",0,752
processed/W1574157949._RC.cub,"2007-323T09:29:11.553
",90,939
processed/W1537703030._RC.cub,"2006-266T11:11:40.626
",90,939
processed/W1532147562._RC.cub,"2006-202T04:00:33.829
",0,939
processed/W1525100693._RC.cub,"2006-120T14:34:24.798
",90,752
processed/W1574158179._RC.cub,"2007-323T09:33:51.963
",0,728
processed/W1521465807._RC.cub,"2006-078T12:53:14.795
",0,728
processed/W1532147747._RC.cub,"2006-202T04:03:38.828
",0,939
processed/W1540462112._RC.cub,"2006-298T09:36:25.785
",90,752
processed/W1525110005._RC.cub,"2006-120T17:08:51.766
",0,890
processed/W1574158131._RC.cub,"2007-323T09:33:03.963
",90,728
processed/W1532148295._RC.cub,"2006-202T04:13:10.840
",0,890
processed/W1532147932._RC.cub,"2006-202T04:06:43.827
",0,939
processed/W1525101407._RC.cub,"2006-120T14:46:14.194
",0,728
processed/W1574158212._RC.cub,"2007-323T09:34:29.071
",0,752
processed/W1525101749._RC.cub,"2006-120T14:51:57.191
",90,728
processed/W1532148586._RC.cub,"2006-202T04:18:29.230
",0,728
processed/W1540462152._RC.cub,"2006-298T09:37:04.189
",0,752
processed/W1532148647._RC.cub,"2006-202T04:19:32.834
",90,728
processed/W1525110390._RC.cub,"2006-120T17:15:24.764
",90,890
processed/W1574158245._RC.cub,"2007-323T09:35:02.070
",90,752
processed/W1540462226._RC.cub,"2006-298T09:38:18.196
",90,728
processed/W1532149015._RC.cub,"2006-202T04:25:41.032
",0,752
processed/W1575471732._RC.cub,"2007-338T14:25:55.271
",0,939
processed/W1525111112._RC.cub,"2006-120T17:28:00.151
",90,728
processed/W1532149120._RC.cub,"2006-202T04:27:27.015
",90,752
processed/W1575471826._RC.cub,"2007-338T14:27:29.270
",90,939
processed/W1525111535._RC.cub,"2006-120T17:35:02.149
",0,728
processed/W1532159489._RC.cub,"2006-202T07:19:20.753
",0,939
processed/W1575471963._RC.cub,"2007-338T14:30:10.481
",90,728
processed/W1532159674._RC.cub,"2006-202T07:22:25.752
",0,939
processed/W1575471996._RC.cub,"2007-338T14:30:43.489
",0,728
processed/W1540462274._RC.cub,"2006-298T09:39:00.604
",0,728
processed/W1525112292._RC.cub,"2006-120T17:47:43.244
",0,752
processed/W1532159859._RC.cub,"2006-202T07:25:30.751
",0,939
processed/W1575472029._RC.cub,"2007-338T14:31:17.608
",0,752
processed/W1532160222._RC.cub,"2006-202T07:31:57.764
",0,890
processed/W1525113856._RC.cub,"2006-120T18:13:47.534
",90,752
processed/W1575472062._RC.cub,"2007-338T14:31:50.608
",90,752
processed/W1544608367._RC.cub,"2006-346T09:19:53.429
",90,890
processed/W1578226341._RC.cub,"2008-005T11:35:32.848
",90,939
processed/W1526788939._RC.cub,"2006-140T03:31:37.262
",90,728
processed/W1536325174._RC.cub,"2006-250T12:26:59.191
",0,939
processed/W1526788987._RC.cub,"2006-140T03:32:17.069
",0,728
processed/W1544608509._RC.cub,"2006-346T09:21:15.432
",0,890
processed/W1536325294._RC.cub,"2006-250T12:29:43.198
",90,890
processed/W1578226231._RC.cub,"2008-005T11:33:54.845
",0,939
processed/W1526789027._RC.cub,"2006-140T03:33:05.273
",0,752
processed/W1544608581._RC.cub,"2006-346T09:23:48.236
",90,752
processed/W1536325246._RC.cub,"2006-250T12:28:41.195
",90,939
processed/W1578226478._RC.cub,"2008-005T11:38:25.862
",90,728
processed/W1526789060._RC.cub,"2006-140T03:33:40.877
",90,752
processed/W1578226511._RC.cub,"2008-005T11:38:59.066
",0,728
processed/W1536325327._RC.cub,"2006-250T12:30:27.382
",90,752
processed/W1544608605._RC.cub,"2006-346T09:24:10.844
",0,752
processed/W1526789309._RC.cub,"2006-140T03:35:21.079
",0,890
processed/W1578293360._RC.cub,"2008-006T06:12:51.370
",0,939
processed/W1544608647._RC.cub,"2006-346T09:24:52.251
",90,728
processed/W1536325360._RC.cub,"2006-250T12:30:59.202
",90,728
processed/W1526789381._RC.cub,"2006-140T03:38:41.086
",90,890
processed/W1578226544._RC.cub,"2008-005T11:39:33.186
",0,752
processed/W1544608679._RC.cub,"2006-346T09:25:19.255
",0,728
processed/W1526790170._RC.cub,"2006-140T03:52:08.242
",90,728
processed/W1537677522._RC.cub,"2006-266T04:06:28.550
",90,939
